Sample number, Date/Time,Channel 1 (°C)
692,9/3/2020 17:20:13,44.43526
693,9/3/2020 17:20:14,44.46427
694,9/3/2020 17:20:15,44.4824
695,9/3/2020 17:20:16,44.5114
696,9/3/2020 17:20:17,44.54041
697,9/3/2020 17:20:18,44.56941
698,9/3/2020 17:20:19,44.59829
699,9/3/2020 17:20:20,44.62379
700,9/3/2020 17:20:21,44.64542
701,9/3/2020 17:20:22,44.66717
702,9/3/2020 17:20:23,44.69981
703,9/3/2020 17:20:24,44.73243
704,9/3/2020 17:20:25,44.76144
705,9/3/2020 17:20:26,44.78669
706,9/3/2020 17:20:27,44.81207
707,9/3/2020 17:20:28,44.8447
708,9/3/2020 17:20:29,44.87021
709,9/3/2020 17:20:30,44.89559
710,9/3/2020 17:20:31,44.93171
711,9/3/2020 17:20:32,44.95333
712,9/3/2020 17:20:33,44.97884
713,9/3/2020 17:20:34,45.0186
714,9/3/2020 17:20:35,45.04048
715,9/3/2020 17:20:36,45.06586
716,9/3/2020 17:20:37,45.09486
717,9/3/2020 17:20:38,45.12387
718,9/3/2020 17:20:39,45.14912
719,9/3/2020 17:20:40,45.1745
720,9/3/2020 17:20:41,45.20697
721,9/3/2020 17:20:42,45.23235
722,9/3/2020 17:20:43,45.25411
723,9/3/2020 17:20:44,45.27949
724,9/3/2020 17:20:45,45.30849
725,9/3/2020 17:20:46,45.34127
726,9/3/2020 17:20:47,45.36288
727,9/3/2020 17:20:48,45.39913
728,9/3/2020 17:20:49,45.4244
729,9/3/2020 17:20:50,45.45351
730,9/3/2020 17:20:51,45.46791
731,9/3/2020 17:20:52,45.5004
732,9/3/2020 17:20:53,45.52954
733,9/3/2020 17:20:54,45.55855
734,9/3/2020 17:20:55,45.58392
735,9/3/2020 17:20:56,45.61293
736,9/3/2020 17:20:57,45.64194
737,9/3/2020 17:20:58,45.66731
738,9/3/2020 17:20:59,45.69994
739,9/3/2020 17:21:0,45.72532
740,9/3/2020 17:21:1,45.7542
741,9/3/2020 17:21:2,45.77958
742,9/3/2020 17:21:3,45.80871
743,9/3/2020 17:21:4,45.83046
744,9/3/2020 17:21:5,45.87384
745,9/3/2020 17:21:6,45.89922
746,9/3/2020 17:21:7,45.92097
747,9/3/2020 17:21:8,45.96448
748,9/3/2020 17:21:9,45.98261
749,9/3/2020 17:21:10,46.00812
750,9/3/2020 17:21:11,46.03337
751,9/3/2020 17:21:12,46.06237
752,9/3/2020 17:21:13,46.09487
753,9/3/2020 17:21:14,46.12387
754,9/3/2020 17:21:15,46.14201
755,9/3/2020 17:21:16,46.17839
756,9/3/2020 17:21:17,46.20727
757,9/3/2020 17:21:18,46.23989
758,9/3/2020 17:21:19,46.26178
759,9/3/2020 17:21:20,46.2834
760,9/3/2020 17:21:21,46.30878
761,9/3/2020 17:21:22,46.34128
762,9/3/2020 17:21:23,46.35229
763,9/3/2020 17:21:24,46.38855
764,9/3/2020 17:21:25,46.4103
765,9/3/2020 17:21:26,46.43205
766,9/3/2020 17:21:27,46.46831
767,9/3/2020 17:21:28,46.49382
768,9/3/2020 17:21:29,46.51544
769,9/3/2020 17:21:30,46.54807
770,9/3/2020 17:21:31,46.57707
771,9/3/2020 17:21:32,46.59883
772,9/3/2020 17:21:33,46.63509
773,9/3/2020 17:21:34,46.67134
774,9/3/2020 17:21:35,46.69672
775,9/3/2020 17:21:36,46.70747
776,9/3/2020 17:21:37,46.74372
777,9/3/2020 17:21:38,46.78723
778,9/3/2020 17:21:39,46.80898
779,9/3/2020 17:21:40,46.83074
780,9/3/2020 17:21:41,46.85974
781,9/3/2020 17:21:42,46.89237
782,9/3/2020 17:21:43,46.92138
783,9/3/2020 17:21:44,46.95038
784,9/3/2020 17:21:45,46.99376
785,9/3/2020 17:21:46,47.01913
786,9/3/2020 17:21:47,47.04439
787,9/3/2020 17:21:48,47.05902
788,9/3/2020 17:21:49,47.08802
789,9/3/2020 17:21:50,47.12053
790,9/3/2020 17:21:51,47.14953
791,9/3/2020 17:21:52,47.17115
792,9/3/2020 17:21:53,47.20378
793,9/3/2020 17:21:54,47.23278
794,9/3/2020 17:21:55,47.25454
795,9/3/2020 17:21:56,47.28717
796,9/3/2020 17:21:57,47.31604
797,9/3/2020 17:21:58,47.33055
798,9/3/2020 17:21:59,47.35593
799,9/3/2020 17:22:0,47.38493
800,9/3/2020 17:22:1,47.3993
801,9/3/2020 17:22:2,47.43569
802,9/3/2020 17:22:3,47.44993
803,9/3/2020 17:22:4,47.48994
804,9/3/2020 17:22:5,47.51881
805,9/3/2020 17:22:6,47.55132
806,9/3/2020 17:22:7,47.58032
807,9/3/2020 17:22:8,47.60194
808,9/3/2020 17:22:9,47.63108
809,9/3/2020 17:22:10,47.65283
810,9/3/2020 17:22:11,47.68171
811,9/3/2020 17:22:12,47.71421
812,9/3/2020 17:22:13,47.72884
813,9/3/2020 17:22:14,47.76509
814,9/3/2020 17:22:15,47.79047
815,9/3/2020 17:22:16,47.8121
816,9/3/2020 17:22:17,47.8411
817,9/3/2020 17:22:18,47.85923
818,9/3/2020 17:22:19,47.8881
819,9/3/2020 17:22:20,47.92449
820,9/3/2020 17:22:21,47.94974
821,9/3/2020 17:22:22,47.98599
822,9/3/2020 17:22:23,48.01125
823,9/3/2020 17:22:24,48.04038
824,9/3/2020 17:22:25,48.07651
825,9/3/2020 17:22:26,48.10551
826,9/3/2020 17:22:27,48.12713
827,9/3/2020 17:22:28,48.14526
828,9/3/2020 17:22:29,48.17802
829,9/3/2020 17:22:30,48.19602
830,9/3/2020 17:22:31,48.21415
831,9/3/2020 17:22:32,48.2504
832,9/3/2020 17:22:33,48.27941
833,9/3/2020 17:22:34,48.30841
834,9/3/2020 17:22:35,48.32654
835,9/3/2020 17:22:36,48.36642
836,9/3/2020 17:22:37,48.38092
837,9/3/2020 17:22:38,48.41343
838,9/3/2020 17:22:39,48.4388
839,9/3/2020 17:22:40,48.47493
840,9/3/2020 17:22:41,48.49681
841,9/3/2020 17:22:42,48.53294
842,9/3/2020 17:22:43,48.56557
843,9/3/2020 17:22:44,48.59082
844,9/3/2020 17:22:45,48.61995
845,9/3/2020 17:22:46,48.6452
846,9/3/2020 17:22:47,48.66708
847,9/3/2020 17:22:48,48.69596
848,9/3/2020 17:22:49,48.72483
849,9/3/2020 17:22:50,48.75746
850,9/3/2020 17:22:51,48.77935
851,9/3/2020 17:22:52,48.80097
852,9/3/2020 17:22:53,48.82272
853,9/3/2020 17:22:54,48.85173
854,9/3/2020 17:22:55,48.87698
855,9/3/2020 17:22:56,48.90961
856,9/3/2020 17:22:57,48.93136
857,9/3/2020 17:22:58,48.96037
858,9/3/2020 17:22:59,48.99649
859,9/3/2020 17:23:0,49.01099
860,9/3/2020 17:23:1,49.04
861,9/3/2020 17:23:2,49.058
862,9/3/2020 17:23:3,49.09063
863,9/3/2020 17:23:4,49.11963
864,9/3/2020 17:23:5,49.15213
865,9/3/2020 17:23:6,49.18114
866,9/3/2020 17:23:7,49.20639
867,9/3/2020 17:23:8,49.2389
868,9/3/2020 17:23:9,49.25703
869,9/3/2020 17:23:10,49.29329
870,9/3/2020 17:23:11,49.31126
871,9/3/2020 17:23:12,49.33302
872,9/3/2020 17:23:13,49.36565
873,9/3/2020 17:23:14,49.39092
874,9/3/2020 17:23:15,49.40892
875,9/3/2020 17:23:16,49.43792
876,9/3/2020 17:23:17,49.47781
877,9/3/2020 17:23:18,49.4958
878,9/3/2020 17:23:19,49.53205
879,9/3/2020 17:23:20,49.55743
880,9/3/2020 17:23:21,49.57919
881,9/3/2020 17:23:22,49.61169
882,9/3/2020 17:23:23,49.64795
883,9/3/2020 17:23:24,49.6697
884,9/3/2020 17:23:25,49.69857
885,9/3/2020 17:23:26,49.73483
886,9/3/2020 17:23:27,49.76006
887,9/3/2020 17:23:28,49.7817
888,9/3/2020 17:23:29,49.80345
889,9/3/2020 17:23:30,49.82145
890,9/3/2020 17:23:31,49.85046
891,9/3/2020 17:23:32,49.88658
892,9/3/2020 17:23:33,49.90108
893,9/3/2020 17:23:34,49.93359
894,9/3/2020 17:23:35,49.95897
895,9/3/2020 17:23:36,49.98434
896,9/3/2020 17:23:37,50.00954
897,9/3/2020 17:23:38,50.03106
898,9/3/2020 17:23:39,50.04924
899,9/3/2020 17:23:40,50.07797
900,9/3/2020 17:23:41,50.09962
901,9/3/2020 17:23:42,50.13556
902,9/3/2020 17:23:43,50.16791
903,9/3/2020 17:23:44,50.17873
904,9/3/2020 17:23:45,50.2112
905,9/3/2020 17:23:46,50.24355
906,9/3/2020 17:23:47,50.27242
907,9/3/2020 17:23:48,50.30115
908,9/3/2020 17:23:49,50.33362
909,9/3/2020 17:23:50,50.35153
910,9/3/2020 17:23:51,50.38026
911,9/3/2020 17:23:52,50.40552
912,9/3/2020 17:23:53,50.43787
913,9/3/2020 17:23:54,50.46312
914,9/3/2020 17:23:55,50.48825
915,9/3/2020 17:23:56,50.51337
916,9/3/2020 17:23:57,50.55306
917,9/3/2020 17:23:58,50.57832
918,9/3/2020 17:23:59,50.59984
919,9/3/2020 17:24:0,50.62509
920,9/3/2020 17:24:1,50.65382
921,9/3/2020 17:24:2,50.67535
922,9/3/2020 17:24:3,50.70421
923,9/3/2020 17:24:4,50.72212
924,9/3/2020 17:24:5,50.74724
925,9/3/2020 17:24:6,50.77237
926,9/3/2020 17:24:7,50.79402
927,9/3/2020 17:24:8,50.8301
928,9/3/2020 17:24:9,50.85161
929,9/3/2020 17:24:10,50.88048
930,9/3/2020 17:24:11,50.91643
931,9/3/2020 17:24:12,50.93808
932,9/3/2020 17:24:13,50.97403
933,9/3/2020 17:24:14,50.99194
934,9/3/2020 17:24:15,51.01348
935,9/3/2020 17:24:16,51.04234
936,9/3/2020 17:24:17,51.07843
937,9/3/2020 17:24:18,51.09634
938,9/3/2020 17:24:19,51.12521
939,9/3/2020 17:24:20,51.14672
940,9/3/2020 17:24:21,51.17558
941,9/3/2020 17:24:22,51.20805
942,9/3/2020 17:24:23,51.24401
943,9/3/2020 17:24:24,51.26913
944,9/3/2020 17:24:25,51.29439
945,9/3/2020 17:24:26,51.3231
946,9/3/2020 17:24:27,51.34836
947,9/3/2020 17:24:28,51.37351
948,9/3/2020 17:24:29,51.40211
949,9/3/2020 17:24:30,51.42749
950,9/3/2020 17:24:31,51.46344
951,9/3/2020 17:24:32,51.47788
952,9/3/2020 17:24:33,51.49592
953,9/3/2020 17:24:34,51.532
954,9/3/2020 17:24:35,51.557
955,9/3/2020 17:24:36,51.56782
956,9/3/2020 17:24:37,51.59643
957,9/3/2020 17:24:38,51.62156
958,9/3/2020 17:24:39,51.64681
959,9/3/2020 17:24:40,51.67928
960,9/3/2020 17:24:41,51.70802
961,9/3/2020 17:24:42,51.74036
962,9/3/2020 17:24:43,51.75466
963,9/3/2020 17:24:44,51.77631
964,9/3/2020 17:24:45,51.80865
965,9/3/2020 17:24:46,51.841
966,9/3/2020 17:24:47,51.86986
967,9/3/2020 17:24:48,51.89151
968,9/3/2020 17:24:49,51.92024
969,9/3/2020 17:24:50,51.93828
970,9/3/2020 17:24:51,51.97062
971,9/3/2020 17:24:52,52.00296
972,9/3/2020 17:24:53,52.02101
973,9/3/2020 17:24:54,52.05348
974,9/3/2020 17:24:55,52.09317
975,9/3/2020 17:24:56,52.11482
976,9/3/2020 17:24:57,52.13994
977,9/3/2020 17:24:58,52.17602
978,9/3/2020 17:24:59,52.20836
979,9/3/2020 17:25:0,52.22989
980,9/3/2020 17:25:1,52.2514
981,9/3/2020 17:25:2,52.27306
982,9/3/2020 17:25:3,52.30165
983,9/3/2020 17:25:4,52.3376
984,9/3/2020 17:25:5,52.35552
985,9/3/2020 17:25:6,52.39507
986,9/3/2020 17:25:7,52.42754
987,9/3/2020 17:25:8,52.45269
988,9/3/2020 17:25:9,52.47073
989,9/3/2020 17:25:10,52.50681
990,9/3/2020 17:25:11,52.53194
991,9/3/2020 17:25:12,52.54985
992,9/3/2020 17:25:13,52.57872
993,9/3/2020 17:25:14,52.60757
994,9/3/2020 17:25:15,52.62549
995,9/3/2020 17:25:16,52.65422
996,9/3/2020 17:25:17,52.67948
997,9/3/2020 17:25:18,52.69391
998,9/3/2020 17:25:19,52.72265
999,9/3/2020 17:25:20,52.75859
1000,9/3/2020 17:25:21,52.77663
1001,9/3/2020 17:25:22,52.80177
1002,9/3/2020 17:25:23,52.81981
1003,9/3/2020 17:25:24,52.84854
1004,9/3/2020 17:25:25,52.8774
1005,9/3/2020 17:25:26,52.90975
1006,9/3/2020 17:25:27,52.93848
1007,9/3/2020 17:25:28,52.96361
1008,9/3/2020 17:25:29,52.99595
1009,9/3/2020 17:25:30,53.01747
1010,9/3/2020 17:25:31,53.04633
1011,9/3/2020 17:25:32,53.07146
1012,9/3/2020 17:25:33,53.09658
1013,9/3/2020 17:25:34,53.12906
1014,9/3/2020 17:25:35,53.1471
1015,9/3/2020 17:25:36,53.17944
1016,9/3/2020 17:25:37,53.20457
1017,9/3/2020 17:25:38,53.22982
1018,9/3/2020 17:25:39,53.26577
1019,9/3/2020 17:25:40,53.2909
1020,9/3/2020 17:25:41,53.30894
1021,9/3/2020 17:25:42,53.33767
1022,9/3/2020 17:25:43,53.35919
1023,9/3/2020 17:25:44,53.39515
1024,9/3/2020 17:25:45,53.42762
1025,9/3/2020 17:25:46,53.44192
1026,9/3/2020 17:25:47,53.47079
1027,9/3/2020 17:25:48,53.49604
1028,9/3/2020 17:25:49,53.5356
1029,9/3/2020 17:25:50,53.56072
1030,9/3/2020 17:25:51,53.58237
1031,9/3/2020 17:25:52,53.59655
1032,9/3/2020 17:25:53,53.62541
1033,9/3/2020 17:25:54,53.65428
1034,9/3/2020 17:25:55,53.67953
1035,9/3/2020 17:25:56,53.70105
1036,9/3/2020 17:25:57,53.73339
1037,9/3/2020 17:25:58,53.74409
1038,9/3/2020 17:25:59,53.77669
1039,9/3/2020 17:26:0,53.81625
1040,9/3/2020 17:26:1,53.8379
1041,9/3/2020 17:26:2,53.85583
1042,9/3/2020 17:26:3,53.88469
1043,9/3/2020 17:26:4,53.90979
1044,9/3/2020 17:26:5,53.94228
1045,9/3/2020 17:26:6,53.96406
1046,9/3/2020 17:26:7,53.99278
1047,9/3/2020 17:26:8,54.01432
1048,9/3/2020 17:26:9,54.0321
1049,9/3/2020 17:26:10,54.07166
1050,9/3/2020 17:26:11,54.08596
1051,9/3/2020 17:26:12,54.12217
1052,9/3/2020 17:26:13,54.14715
1053,9/3/2020 17:26:14,54.1759
1054,9/3/2020 17:26:15,54.19754
1055,9/3/2020 17:26:16,54.22641
1056,9/3/2020 17:26:17,54.25528
1057,9/3/2020 17:26:18,54.28775
1058,9/3/2020 17:26:19,54.30553
1059,9/3/2020 17:26:20,54.33078
1060,9/3/2020 17:26:21,54.36313
1061,9/3/2020 17:26:22,54.37395
1062,9/3/2020 17:26:23,54.40269
1063,9/3/2020 17:26:24,54.42421
1064,9/3/2020 17:26:25,54.46029
1065,9/3/2020 17:26:26,54.48903
1066,9/3/2020 17:26:27,54.51428
1067,9/3/2020 17:26:28,54.52858
1068,9/3/2020 17:26:29,54.56092
1069,9/3/2020 17:26:30,54.57897
1070,9/3/2020 17:26:31,54.60409
1071,9/3/2020 17:26:32,54.63656
1072,9/3/2020 17:26:33,54.6653
1073,9/3/2020 17:26:34,54.68682
1074,9/3/2020 17:26:35,54.7229
1075,9/3/2020 17:26:36,54.75885
1076,9/3/2020 17:26:37,54.76954
1077,9/3/2020 17:26:38,54.80188
1078,9/3/2020 17:26:39,54.82353
1079,9/3/2020 17:26:40,54.85949
1080,9/3/2020 17:26:41,54.881
1081,9/3/2020 17:26:42,54.91348
1082,9/3/2020 17:26:43,54.92764
1083,9/3/2020 17:26:44,54.95664
1084,9/3/2020 17:26:45,54.98176
1085,9/3/2020 17:26:46,55.01772
1086,9/3/2020 17:26:47,55.03576
1087,9/3/2020 17:26:48,55.06462
1088,9/3/2020 17:26:49,55.09335
1089,9/3/2020 17:26:50,55.11126
1090,9/3/2020 17:26:51,55.13652
1091,9/3/2020 17:26:52,55.16526
1092,9/3/2020 17:26:53,55.19051
1093,9/3/2020 17:26:54,55.20855
1094,9/3/2020 17:26:55,55.23729
1095,9/3/2020 17:26:56,55.26616
1096,9/3/2020 17:26:57,55.28767
1097,9/3/2020 17:26:58,55.3056
1098,9/3/2020 17:26:59,55.33446
1099,9/3/2020 17:27:0,55.3525
1100,9/3/2020 17:27:1,55.37763
1101,9/3/2020 17:27:2,55.4065
1102,9/3/2020 17:27:3,55.43523
1103,9/3/2020 17:27:4,55.47144
1104,9/3/2020 17:27:5,55.47491
1105,9/3/2020 17:27:6,55.50726
1106,9/3/2020 17:27:7,55.52891
1107,9/3/2020 17:27:8,55.56138
1108,9/3/2020 17:27:9,55.5829
1109,9/3/2020 17:27:10,55.61537
1110,9/3/2020 17:27:11,55.63689
1111,9/3/2020 17:27:12,55.66215
1112,9/3/2020 17:27:13,55.69822
1113,9/3/2020 17:27:14,55.72722
1114,9/3/2020 17:27:15,55.75595
1115,9/3/2020 17:27:16,55.78122
1116,9/3/2020 17:27:17,55.79912
1117,9/3/2020 17:27:18,55.82773
1118,9/3/2020 17:27:19,55.85286
1119,9/3/2020 17:27:20,55.87824
1120,9/3/2020 17:27:21,55.88893
1121,9/3/2020 17:27:22,55.92128
1122,9/3/2020 17:27:23,55.95375
1123,9/3/2020 17:27:24,55.98622
1124,9/3/2020 17:27:25,56.00774
1125,9/3/2020 17:27:26,56.01843
1126,9/3/2020 17:27:27,56.05091
1127,9/3/2020 17:27:28,56.07977
1128,9/3/2020 17:27:29,56.10142
1129,9/3/2020 17:27:30,56.13002
1130,9/3/2020 17:27:31,56.15167
1131,9/3/2020 17:27:32,56.1768
1132,9/3/2020 17:27:33,56.20218
1133,9/3/2020 17:27:34,56.2344
1134,9/3/2020 17:27:35,56.24522
1135,9/3/2020 17:27:36,56.26674
1136,9/3/2020 17:27:37,56.29548
1137,9/3/2020 17:27:38,56.32086
1138,9/3/2020 17:27:39,56.34599
1139,9/3/2020 17:27:40,56.36403
1140,9/3/2020 17:27:41,56.39277
1141,9/3/2020 17:27:42,56.4072
1142,9/3/2020 17:27:43,56.44688
1143,9/3/2020 17:27:44,56.4684
1144,9/3/2020 17:27:45,56.49726
1145,9/3/2020 17:27:46,56.51878
1146,9/3/2020 17:27:47,56.55126
1147,9/3/2020 17:27:48,56.5836
1148,9/3/2020 17:27:49,56.60525
1149,9/3/2020 17:27:50,56.61955
1150,9/3/2020 17:27:51,56.65563
1151,9/3/2020 17:27:52,56.69158
1152,9/3/2020 17:27:53,56.70962
1153,9/3/2020 17:27:54,56.73487
1154,9/3/2020 17:27:55,56.76374
1155,9/3/2020 17:27:56,56.79608
1156,9/3/2020 17:27:57,56.80691
1157,9/3/2020 17:27:58,56.83565
1158,9/3/2020 17:27:59,56.8573
1159,9/3/2020 17:28:0,56.89337
1160,9/3/2020 17:28:1,56.91862
1161,9/3/2020 17:28:2,56.94376
1162,9/3/2020 17:28:3,56.9654
1163,9/3/2020 17:28:4,56.98705
1164,9/3/2020 17:28:5,57.01218
1165,9/3/2020 17:28:6,57.02661
1166,9/3/2020 17:28:7,57.05173
1167,9/3/2020 17:28:8,57.07699
1168,9/3/2020 17:28:9,57.10225
1169,9/3/2020 17:28:10,57.12016
1170,9/3/2020 17:28:11,57.15624
1171,9/3/2020 17:28:12,57.17428
1172,9/3/2020 17:28:13,57.19943
1173,9/3/2020 17:28:14,57.22108
1174,9/3/2020 17:28:15,57.25354
1175,9/3/2020 17:28:16,57.27865
1176,9/3/2020 17:28:17,57.3003
1177,9/3/2020 17:28:18,57.33277
1178,9/3/2020 17:28:19,57.36163
1179,9/3/2020 17:28:20,57.39039
1180,9/3/2020 17:28:21,57.42648
1181,9/3/2020 17:28:22,57.43729
1182,9/3/2020 17:28:23,57.45882
1183,9/3/2020 17:28:24,57.48767
1184,9/3/2020 17:28:25,57.51654
1185,9/3/2020 17:28:26,57.54166
1186,9/3/2020 17:28:27,57.56693
1187,9/3/2020 17:28:28,57.5887
1188,9/3/2020 17:28:29,57.603
1189,9/3/2020 17:28:30,57.63187
1190,9/3/2020 17:28:31,57.65699
1191,9/3/2020 17:28:32,57.68933
1192,9/3/2020 17:28:33,57.70738
1193,9/3/2020 17:28:34,57.74694
1194,9/3/2020 17:28:35,57.76137
1195,9/3/2020 17:28:36,57.77592
1196,9/3/2020 17:28:37,57.80827
1197,9/3/2020 17:28:38,57.82992
1198,9/3/2020 17:28:39,57.85144
1199,9/3/2020 17:28:40,57.87682
1200,9/3/2020 17:28:41,57.90208
1201,9/3/2020 17:28:42,57.93082
1202,9/3/2020 17:28:43,57.96329
1203,9/3/2020 17:28:44,57.99577
1204,9/3/2020 17:28:45,58.02462
1205,9/3/2020 17:28:46,58.04614
1206,9/3/2020 17:28:47,58.0714
1207,9/3/2020 17:28:48,58.09666
1208,9/3/2020 17:28:49,58.11818
1209,9/3/2020 17:28:50,58.15065
1210,9/3/2020 17:28:51,58.1759
1211,9/3/2020 17:28:52,58.19381
1212,9/3/2020 17:28:53,58.22268
1213,9/3/2020 17:28:54,58.25154
1214,9/3/2020 17:28:55,58.27667
1215,9/3/2020 17:28:56,58.30553
1216,9/3/2020 17:28:57,58.32705
1217,9/3/2020 17:28:58,58.3487
1218,9/3/2020 17:28:59,58.36661
1219,9/3/2020 17:29:0,58.40643
1220,9/3/2020 17:29:1,58.42447
1221,9/3/2020 17:29:2,58.44599
1222,9/3/2020 17:29:3,58.47472
1223,9/3/2020 17:29:4,58.50732
1224,9/3/2020 17:29:5,58.52176
1225,9/3/2020 17:29:6,58.53619
1226,9/3/2020 17:29:7,58.56144
1227,9/3/2020 17:29:8,58.5867
1228,9/3/2020 17:29:9,58.61544
1229,9/3/2020 17:29:10,58.63708
1230,9/3/2020 17:29:11,58.67316
1231,9/3/2020 17:29:12,58.69481
1232,9/3/2020 17:29:13,58.71646
1233,9/3/2020 17:29:14,58.73798
1234,9/3/2020 17:29:15,58.75976
1235,9/3/2020 17:29:16,58.78849
1236,9/3/2020 17:29:17,58.81749
1237,9/3/2020 17:29:18,58.84622
1238,9/3/2020 17:29:19,58.86079
1239,9/3/2020 17:29:20,58.88591
1240,9/3/2020 17:29:21,58.92199
1241,9/3/2020 17:29:22,58.94725
1242,9/3/2020 17:29:23,58.96528
1243,9/3/2020 17:29:24,58.98693
1244,9/3/2020 17:29:25,59.01219
1245,9/3/2020 17:29:26,59.03371
1246,9/3/2020 17:29:27,59.05536
1247,9/3/2020 17:29:28,59.08422
1248,9/3/2020 17:29:29,59.10948
1249,9/3/2020 17:29:30,59.12404
1250,9/3/2020 17:29:31,59.15999
1251,9/3/2020 17:29:32,59.16733
1252,9/3/2020 17:29:33,59.2105
1253,9/3/2020 17:29:34,59.23563
1254,9/3/2020 17:29:35,59.2574
1255,9/3/2020 17:29:36,59.28626
1256,9/3/2020 17:29:37,59.30431
1257,9/3/2020 17:29:38,59.32956
1258,9/3/2020 17:29:39,59.36551
1259,9/3/2020 17:29:40,59.39077
1260,9/3/2020 17:29:41,59.41242
1261,9/3/2020 17:29:42,59.43755
1262,9/3/2020 17:29:43,59.4628
1263,9/3/2020 17:29:44,59.48084
1264,9/3/2020 17:29:45,59.50971
1265,9/3/2020 17:29:46,59.53123
1266,9/3/2020 17:29:47,59.55288
1267,9/3/2020 17:29:48,59.57452
1268,9/3/2020 17:29:49,59.59617
1269,9/3/2020 17:29:50,59.62503
1270,9/3/2020 17:29:51,59.66111
1271,9/3/2020 17:29:52,59.68264
1272,9/3/2020 17:29:53,59.70789
1273,9/3/2020 17:29:54,59.72593
1274,9/3/2020 17:29:55,59.7548
1275,9/3/2020 17:29:56,59.77271
1276,9/3/2020 17:29:57,59.79796
1277,9/3/2020 17:29:58,59.83044
1278,9/3/2020 17:29:59,59.84113
1279,9/3/2020 17:30:0,59.86625
1280,9/3/2020 17:30:1,59.88429
1281,9/3/2020 17:30:2,59.92759
1282,9/3/2020 17:30:3,59.96367
1283,9/3/2020 17:30:4,59.98519
1284,9/3/2020 17:30:5,60.00321
1285,9/3/2020 17:30:6,60.02117
1286,9/3/2020 17:30:7,60.04258
1287,9/3/2020 17:30:8,60.07131
1288,9/3/2020 17:30:9,60.09285
1289,9/3/2020 17:30:10,60.12157
1290,9/3/2020 17:30:11,60.1394
1291,9/3/2020 17:30:12,60.16095
1292,9/3/2020 17:30:13,60.18608
1293,9/3/2020 17:30:14,60.2039
1294,9/3/2020 17:30:15,60.23622
1295,9/3/2020 17:30:16,60.25417
1296,9/3/2020 17:30:17,60.29007
1297,9/3/2020 17:30:18,60.31162
1298,9/3/2020 17:30:19,60.34394
1299,9/3/2020 17:30:20,60.36535
1300,9/3/2020 17:30:21,60.38689
1301,9/3/2020 17:30:22,60.40844
1302,9/3/2020 17:30:23,60.43716
1303,9/3/2020 17:30:24,60.46948
1304,9/3/2020 17:30:25,60.4909
1305,9/3/2020 17:30:26,60.51257
1306,9/3/2020 17:30:27,60.5304
1307,9/3/2020 17:30:28,60.56271
1308,9/3/2020 17:30:29,60.57707
1309,9/3/2020 17:30:30,60.6058
1310,9/3/2020 17:30:31,60.63093
1311,9/3/2020 17:30:32,60.65955
1312,9/3/2020 17:30:33,60.68828
1313,9/3/2020 17:30:34,60.72058
1314,9/3/2020 17:30:35,60.73121
1315,9/3/2020 17:30:36,60.75994
1316,9/3/2020 17:30:37,60.77071
1317,9/3/2020 17:30:38,60.79943
1318,9/3/2020 17:30:39,60.83175
1319,9/3/2020 17:30:40,60.84958
1320,9/3/2020 17:30:41,60.8783
1321,9/3/2020 17:30:42,60.89625
1322,9/3/2020 17:30:43,60.91793
1323,9/3/2020 17:30:44,60.94652
1324,9/3/2020 17:30:45,60.96796
1325,9/3/2020 17:30:46,61.00027
1326,9/3/2020 17:30:47,61.03269
1327,9/3/2020 17:30:48,61.04336
1328,9/3/2020 17:30:49,61.07567
1329,9/3/2020 17:30:50,61.10068
1330,9/3/2020 17:30:51,61.12222
1331,9/3/2020 17:30:52,61.15454
1332,9/3/2020 17:30:53,61.16903
1333,9/3/2020 17:30:54,61.19045
1334,9/3/2020 17:30:55,61.22276
1335,9/3/2020 17:30:56,61.25135
1336,9/3/2020 17:30:57,61.2729
1337,9/3/2020 17:30:58,61.30509
1338,9/3/2020 17:30:59,61.31945
1339,9/3/2020 17:31:0,61.341
1340,9/3/2020 17:31:1,61.36972
1341,9/3/2020 17:31:2,61.40204
1342,9/3/2020 17:31:3,61.42717
1343,9/3/2020 17:31:4,61.44858
1344,9/3/2020 17:31:5,61.45948
1345,9/3/2020 17:31:6,61.4918
1346,9/3/2020 17:31:7,61.52771
1347,9/3/2020 17:31:8,61.54194
1348,9/3/2020 17:31:9,61.57067
1349,9/3/2020 17:31:10,61.59221
1350,9/3/2020 17:31:11,61.62452
1351,9/3/2020 17:31:12,61.64953
1352,9/3/2020 17:31:13,61.67838
1353,9/3/2020 17:31:14,61.71416
1354,9/3/2020 17:31:15,61.73212
1355,9/3/2020 17:31:16,61.7393
1356,9/3/2020 17:31:17,61.75725
1357,9/3/2020 17:31:18,61.79316
1358,9/3/2020 17:31:19,61.82175
1359,9/3/2020 17:31:20,61.84689
1360,9/3/2020 17:31:21,61.87202
1361,9/3/2020 17:31:22,61.88997
1362,9/3/2020 17:31:23,61.91151
1363,9/3/2020 17:31:24,61.94743
1364,9/3/2020 17:31:25,61.96897
1365,9/3/2020 17:31:26,61.98333
1366,9/3/2020 17:31:27,61.99769
1367,9/3/2020 17:31:28,62.02641
1368,9/3/2020 17:31:29,62.06219
1369,9/3/2020 17:31:30,62.09438
1370,9/3/2020 17:31:31,62.10875
1371,9/3/2020 17:31:32,62.13375
