Sample number, Date/Time,Channel 1 (°C)
12596,9/3/2020 20:38:37,263.7539
12597,9/3/2020 20:38:38,263.7685
12598,9/3/2020 20:38:39,263.7939
12599,9/3/2020 20:38:40,263.823
12600,9/3/2020 20:38:41,263.8486
12601,9/3/2020 20:38:42,263.8704
12602,9/3/2020 20:38:43,263.8777
12603,9/3/2020 20:38:44,263.8885
12604,9/3/2020 20:38:45,263.9067
12605,9/3/2020 20:38:46,263.9214
12606,9/3/2020 20:38:47,263.9397
12607,9/3/2020 20:38:48,263.947
12608,9/3/2020 20:38:49,263.958
12609,9/3/2020 20:38:50,263.9616
12610,9/3/2020 20:38:51,263.9725
12611,9/3/2020 20:38:52,263.9799
12612,9/3/2020 20:38:53,263.9872
12613,9/3/2020 20:38:54,264.0055
12614,9/3/2020 20:38:55,264.0273
12615,9/3/2020 20:38:56,264.0456
12616,9/3/2020 20:38:57,264.0639
12617,9/3/2020 20:38:58,264.0857
12618,9/3/2020 20:38:59,264.1186
12619,9/3/2020 20:39:0,264.1369
12620,9/3/2020 20:39:1,264.155
12621,9/3/2020 20:39:2,264.1805
12622,9/3/2020 20:39:3,264.195
12623,9/3/2020 20:39:4,264.2095
12624,9/3/2020 20:39:5,264.2171
12625,9/3/2020 20:39:6,264.2243
12626,9/3/2020 20:39:7,264.2389
12627,9/3/2020 20:39:8,264.2608
12628,9/3/2020 20:39:9,264.2572
12629,9/3/2020 20:39:10,264.2681
12630,9/3/2020 20:39:11,264.2826
12631,9/3/2020 20:39:12,264.2973
12632,9/3/2020 20:39:13,264.3153
12633,9/3/2020 20:39:14,264.3336
12634,9/3/2020 20:39:15,264.3447
12635,9/3/2020 20:39:16,264.3701
12636,9/3/2020 20:39:17,264.3848
12637,9/3/2020 20:39:18,264.4211
12638,9/3/2020 20:39:19,264.4429
12639,9/3/2020 20:39:20,264.4539
12640,9/3/2020 20:39:21,264.4794
12641,9/3/2020 20:39:22,264.494
12642,9/3/2020 20:39:23,264.5121
12643,9/3/2020 20:39:24,264.5268
12644,9/3/2020 20:39:25,264.5378
12645,9/3/2020 20:39:26,264.5413
12646,9/3/2020 20:39:27,264.5633
12647,9/3/2020 20:39:28,264.5524
12648,9/3/2020 20:39:29,264.5524
12649,9/3/2020 20:39:30,264.5669
12650,9/3/2020 20:39:31,264.5779
12651,9/3/2020 20:39:32,264.5852
12652,9/3/2020 20:39:33,264.5997
12653,9/3/2020 20:39:34,264.6253
12654,9/3/2020 20:39:35,264.6435
12655,9/3/2020 20:39:36,264.6653
12656,9/3/2020 20:39:37,264.698
12657,9/3/2020 20:39:38,264.7235
12658,9/3/2020 20:39:39,264.7452
12659,9/3/2020 20:39:40,264.7635
12660,9/3/2020 20:39:41,264.7925
12661,9/3/2020 20:39:42,264.807
12662,9/3/2020 20:39:43,264.8181
12663,9/3/2020 20:39:44,264.8289
12664,9/3/2020 20:39:45,264.8436
12665,9/3/2020 20:39:46,264.8654
12666,9/3/2020 20:39:47,264.8583
12667,9/3/2020 20:39:48,264.8691
12668,9/3/2020 20:39:49,264.8728
12669,9/3/2020 20:39:50,264.8946
12670,9/3/2020 20:39:51,264.9055
12671,9/3/2020 20:39:52,264.9128
12672,9/3/2020 20:39:53,264.931
12673,9/3/2020 20:39:54,264.9457
12674,9/3/2020 20:39:55,264.9638
12675,9/3/2020 20:39:56,264.9893
12676,9/3/2020 20:39:57,265.0148
12677,9/3/2020 20:39:58,265.033
12678,9/3/2020 20:39:59,265.0621
12679,9/3/2020 20:40:0,265.0804
12680,9/3/2020 20:40:1,265.1058
12681,9/3/2020 20:40:2,265.1276
12682,9/3/2020 20:40:3,265.1387
12683,9/3/2020 20:40:4,265.1569
12684,9/3/2020 20:40:5,265.1605
12685,9/3/2020 20:40:6,265.1751
12686,9/3/2020 20:40:7,265.1824
12687,9/3/2020 20:40:8,265.1897
12688,9/3/2020 20:40:9,265.1897
12689,9/3/2020 20:40:10,265.2116
12690,9/3/2020 20:40:11,265.2225
12691,9/3/2020 20:40:12,265.2333
12692,9/3/2020 20:40:13,265.2516
12693,9/3/2020 20:40:14,265.2661
12694,9/3/2020 20:40:15,265.2916
12695,9/3/2020 20:40:16,265.3134
12696,9/3/2020 20:40:17,265.3389
12697,9/3/2020 20:40:18,265.3607
12698,9/3/2020 20:40:19,265.3753
12699,9/3/2020 20:40:20,265.3898
12700,9/3/2020 20:40:21,265.4045
12701,9/3/2020 20:40:22,265.4118
12702,9/3/2020 20:40:23,265.4263
12703,9/3/2020 20:40:24,265.4409
12704,9/3/2020 20:40:25,265.4482
12705,9/3/2020 20:40:26,265.4482
12706,9/3/2020 20:40:27,265.4811
12707,9/3/2020 20:40:28,265.4882
12708,9/3/2020 20:40:29,265.4991
12709,9/3/2020 20:40:30,265.51
12710,9/3/2020 20:40:31,265.5356
12711,9/3/2020 20:40:32,265.5719
12712,9/3/2020 20:40:33,265.5721
12713,9/3/2020 20:40:34,265.5974
12714,9/3/2020 20:40:35,265.6301
12715,9/3/2020 20:40:36,265.6372
12716,9/3/2020 20:40:37,265.648
12717,9/3/2020 20:40:38,265.6772
12718,9/3/2020 20:40:39,265.6988
12719,9/3/2020 20:40:40,265.7171
12720,9/3/2020 20:40:41,265.7351
12721,9/3/2020 20:40:42,265.7423
12722,9/3/2020 20:40:43,265.7459
12723,9/3/2020 20:40:44,265.7533
12724,9/3/2020 20:40:45,265.7642
12725,9/3/2020 20:40:46,265.7713
12726,9/3/2020 20:40:47,265.7859
12727,9/3/2020 20:40:48,265.7966
12728,9/3/2020 20:40:49,265.8002
12729,9/3/2020 20:40:50,265.8293
12730,9/3/2020 20:40:51,265.8548
12731,9/3/2020 20:40:52,265.873
12732,9/3/2020 20:40:53,265.8984
12733,9/3/2020 20:40:54,265.9238
12734,9/3/2020 20:40:55,265.9455
12735,9/3/2020 20:40:56,265.9565
12736,9/3/2020 20:40:57,265.9856
12737,9/3/2020 20:40:58,265.9928
12738,9/3/2020 20:40:59,266.0036
12739,9/3/2020 20:41:0,266.022
12740,9/3/2020 20:41:1,266.0327
12741,9/3/2020 20:41:2,266.0364
12742,9/3/2020 20:41:3,266.0436
12743,9/3/2020 20:41:4,266.0474
12744,9/3/2020 20:41:5,266.0618
12745,9/3/2020 20:41:6,266.0765
12746,9/3/2020 20:41:7,266.0836
12747,9/3/2020 20:41:8,266.1091
12748,9/3/2020 20:41:9,266.1309
12749,9/3/2020 20:41:10,266.149
12750,9/3/2020 20:41:11,266.1818
12751,9/3/2020 20:41:12,266.189
12752,9/3/2020 20:41:13,266.2217
12753,9/3/2020 20:41:14,266.2399
12754,9/3/2020 20:41:15,266.2618
12755,9/3/2020 20:41:16,266.28
12756,9/3/2020 20:41:17,266.2873
12757,9/3/2020 20:41:18,266.3091
12758,9/3/2020 20:41:19,266.3163
12759,9/3/2020 20:41:20,266.3236
12760,9/3/2020 20:41:21,266.3309
12761,9/3/2020 20:41:22,266.3418
12762,9/3/2020 20:41:23,266.3528
12763,9/3/2020 20:41:24,266.3636
12764,9/3/2020 20:41:25,266.3746
12765,9/3/2020 20:41:26,266.3966
12766,9/3/2020 20:41:27,266.4255
12767,9/3/2020 20:41:28,266.4402
12768,9/3/2020 20:41:29,266.4511
12769,9/3/2020 20:41:30,266.4765
12770,9/3/2020 20:41:31,266.4911
12771,9/3/2020 20:41:32,266.5237
12772,9/3/2020 20:41:33,266.5492
12773,9/3/2020 20:41:34,266.5677
12774,9/3/2020 20:41:35,266.5784
12775,9/3/2020 20:41:36,266.604
12776,9/3/2020 20:41:37,266.6075
12777,9/3/2020 20:41:38,266.6185
12778,9/3/2020 20:41:39,266.6405
12779,9/3/2020 20:41:40,266.6405
12780,9/3/2020 20:41:41,266.6477
12781,9/3/2020 20:41:42,266.655
12782,9/3/2020 20:41:43,266.6696
12783,9/3/2020 20:41:44,266.6732
12784,9/3/2020 20:41:45,266.6806
12785,9/3/2020 20:41:46,266.6987
12786,9/3/2020 20:41:47,266.7133
12787,9/3/2020 20:41:48,266.7321
12788,9/3/2020 20:41:49,266.7542
12789,9/3/2020 20:41:50,266.7833
12790,9/3/2020 20:41:51,266.8159
12791,9/3/2020 20:41:52,266.8413
12792,9/3/2020 20:41:53,266.8666
12793,9/3/2020 20:41:54,266.8848
12794,9/3/2020 20:41:55,266.9062
12795,9/3/2020 20:41:56,266.9241
12796,9/3/2020 20:41:57,266.9314
12797,9/3/2020 20:41:58,266.9534
12798,9/3/2020 20:41:59,266.9569
12799,9/3/2020 20:42:0,266.9752
12800,9/3/2020 20:42:1,266.9863
12801,9/3/2020 20:42:2,266.9864
12802,9/3/2020 20:42:3,266.9864
12803,9/3/2020 20:42:4,266.9973
12804,9/3/2020 20:42:5,266.9973
12805,9/3/2020 20:42:6,267.0082
12806,9/3/2020 20:42:7,267.0227
12807,9/3/2020 20:42:8,267.0338
12808,9/3/2020 20:42:9,267.0592
12809,9/3/2020 20:42:10,267.0775
12810,9/3/2020 20:42:11,267.0993
12811,9/3/2020 20:42:12,267.1284
12812,9/3/2020 20:42:13,267.1539
12813,9/3/2020 20:42:14,267.1721
12814,9/3/2020 20:42:15,267.1975
12815,9/3/2020 20:42:16,267.2158
12816,9/3/2020 20:42:17,267.2412
12817,9/3/2020 20:42:18,267.2522
12818,9/3/2020 20:42:19,267.2668
12819,9/3/2020 20:42:20,267.2704
12820,9/3/2020 20:42:21,267.2886
12821,9/3/2020 20:42:22,267.2958
12822,9/3/2020 20:42:23,267.3031
12823,9/3/2020 20:42:24,267.3067
12824,9/3/2020 20:42:25,267.3287
12825,9/3/2020 20:42:26,267.3396
12826,9/3/2020 20:42:27,267.347
12827,9/3/2020 20:42:28,267.3688
12828,9/3/2020 20:42:29,267.3833
12829,9/3/2020 20:42:30,267.4051
12830,9/3/2020 20:42:31,267.4305
12831,9/3/2020 20:42:32,267.4453
12832,9/3/2020 20:42:33,267.4669
12833,9/3/2020 20:42:34,267.4925
12834,9/3/2020 20:42:35,267.5034
12835,9/3/2020 20:42:36,267.5108
12836,9/3/2020 20:42:37,267.5217
12837,9/3/2020 20:42:38,267.5435
12838,9/3/2020 20:42:39,267.547
12839,9/3/2020 20:42:40,267.5616
12840,9/3/2020 20:42:41,267.5616
12841,9/3/2020 20:42:42,267.576
12842,9/3/2020 20:42:43,267.5942
12843,9/3/2020 20:42:44,267.6161
12844,9/3/2020 20:42:45,267.6197
12845,9/3/2020 20:42:46,267.6415
12846,9/3/2020 20:42:47,267.6597
12847,9/3/2020 20:42:48,267.6851
12848,9/3/2020 20:42:49,267.7069
12849,9/3/2020 20:42:50,267.7214
12850,9/3/2020 20:42:51,267.7434
12851,9/3/2020 20:42:52,267.7652
12852,9/3/2020 20:42:53,267.7726
12853,9/3/2020 20:42:54,267.7907
12854,9/3/2020 20:42:55,267.8015
12855,9/3/2020 20:42:56,267.8235
12856,9/3/2020 20:42:57,267.8343
12857,9/3/2020 20:42:58,267.8379
12858,9/3/2020 20:42:59,267.8488
12859,9/3/2020 20:43:0,267.8633
12860,9/3/2020 20:43:1,267.8778
12861,9/3/2020 20:43:2,267.8851
12862,9/3/2020 20:43:3,267.9069
12863,9/3/2020 20:43:4,267.9251
12864,9/3/2020 20:43:5,267.947
12865,9/3/2020 20:43:6,267.9614
12866,9/3/2020 20:43:7,267.9906
12867,9/3/2020 20:43:8,268.016
12868,9/3/2020 20:43:9,268.0341
12869,9/3/2020 20:43:10,268.0524
12870,9/3/2020 20:43:11,268.0633
12871,9/3/2020 20:43:12,268.0778
12872,9/3/2020 20:43:13,268.0888
12873,9/3/2020 20:43:14,268.0887
12874,9/3/2020 20:43:15,268.1068
12875,9/3/2020 20:43:16,268.1141
12876,9/3/2020 20:43:17,268.1286
12877,9/3/2020 20:43:18,268.1396
12878,9/3/2020 20:43:19,268.1542
12879,9/3/2020 20:43:20,268.1722
12880,9/3/2020 20:43:21,268.194
12881,9/3/2020 20:43:22,268.2122
12882,9/3/2020 20:43:23,268.2269
12883,9/3/2020 20:43:24,268.256
12884,9/3/2020 20:43:25,268.2705
12885,9/3/2020 20:43:26,268.3032
12886,9/3/2020 20:43:27,268.3213
12887,9/3/2020 20:43:28,268.3394
12888,9/3/2020 20:43:29,268.3467
12889,9/3/2020 20:43:30,268.3576
12890,9/3/2020 20:43:31,268.3758
12891,9/3/2020 20:43:32,268.4012
12892,9/3/2020 20:43:33,268.4049
12893,9/3/2020 20:43:34,268.4157
12894,9/3/2020 20:43:35,268.4266
12895,9/3/2020 20:43:36,268.4485
12896,9/3/2020 20:43:37,268.4594
12897,9/3/2020 20:43:38,268.4666
12898,9/3/2020 20:43:39,268.4848
12899,9/3/2020 20:43:40,268.4957
12900,9/3/2020 20:43:41,268.5139
12901,9/3/2020 20:43:42,268.5393
12902,9/3/2020 20:43:43,268.5646
12903,9/3/2020 20:43:44,268.5829
12904,9/3/2020 20:43:45,268.5975
12905,9/3/2020 20:43:46,268.6229
12906,9/3/2020 20:43:47,268.6373
12907,9/3/2020 20:43:48,268.6592
12908,9/3/2020 20:43:49,268.6592
12909,9/3/2020 20:43:50,268.6738
12910,9/3/2020 20:43:51,268.6921
12911,9/3/2020 20:43:52,268.6994
12912,9/3/2020 20:43:53,268.7139
12913,9/3/2020 20:43:54,268.7319
12914,9/3/2020 20:43:55,268.743
12915,9/3/2020 20:43:56,268.7575
12916,9/3/2020 20:43:57,268.7755
12917,9/3/2020 20:43:58,268.7939
12918,9/3/2020 20:43:59,268.8047
12919,9/3/2020 20:44:0,268.8231
12920,9/3/2020 20:44:1,268.8558
12921,9/3/2020 20:44:2,268.8667
12922,9/3/2020 20:44:3,268.8885
12923,9/3/2020 20:44:4,268.8994
12924,9/3/2020 20:44:5,268.9066
12925,9/3/2020 20:44:6,268.9213
12926,9/3/2020 20:44:7,268.9323
12927,9/3/2020 20:44:8,268.9648
12928,9/3/2020 20:44:9,268.9649
12929,9/3/2020 20:44:10,268.9831
12930,9/3/2020 20:44:11,268.994
12931,9/3/2020 20:44:12,269.0158
12932,9/3/2020 20:44:13,269.0303
12933,9/3/2020 20:44:14,269.0559
12934,9/3/2020 20:44:15,269.0632
12935,9/3/2020 20:44:16,269.0815
12936,9/3/2020 20:44:17,269.107
12937,9/3/2020 20:44:18,269.1179
12938,9/3/2020 20:44:19,269.1398
12939,9/3/2020 20:44:20,269.1507
12940,9/3/2020 20:44:21,269.1725
12941,9/3/2020 20:44:22,269.187
12942,9/3/2020 20:44:23,269.1944
12943,9/3/2020 20:44:24,269.2198
12944,9/3/2020 20:44:25,269.2235
12945,9/3/2020 20:44:26,269.2344
12946,9/3/2020 20:44:27,269.2453
12947,9/3/2020 20:44:28,269.2526
12948,9/3/2020 20:44:29,269.2708
12949,9/3/2020 20:44:30,269.2889
12950,9/3/2020 20:44:31,269.2998
12951,9/3/2020 20:44:32,269.318
12952,9/3/2020 20:44:33,269.3362
12953,9/3/2020 20:44:34,269.3617
12954,9/3/2020 20:44:35,269.3835
12955,9/3/2020 20:44:36,269.4126
12956,9/3/2020 20:44:37,269.4272
12957,9/3/2020 20:44:38,269.4635
12958,9/3/2020 20:44:39,269.4671
12959,9/3/2020 20:44:40,269.4853
12960,9/3/2020 20:44:41,269.4853
12961,9/3/2020 20:44:42,269.4962
12962,9/3/2020 20:44:43,269.5035
12963,9/3/2020 20:44:44,269.5107
12964,9/3/2020 20:44:45,269.5326
12965,9/3/2020 20:44:46,269.5361
12966,9/3/2020 20:44:47,269.5542
12967,9/3/2020 20:44:48,269.5689
12968,9/3/2020 20:44:49,269.5907
12969,9/3/2020 20:44:50,269.6161
12970,9/3/2020 20:44:51,269.6307
12971,9/3/2020 20:44:52,269.638
12972,9/3/2020 20:44:53,269.6743
12973,9/3/2020 20:44:54,269.6925
12974,9/3/2020 20:44:55,269.7179
12975,9/3/2020 20:44:56,269.747
12976,9/3/2020 20:44:57,269.7542
12977,9/3/2020 20:44:58,269.7688
12978,9/3/2020 20:44:59,269.7833
12979,9/3/2020 20:45:0,269.7906
12980,9/3/2020 20:45:1,269.7977
12981,9/3/2020 20:45:2,269.816
12982,9/3/2020 20:45:3,269.8235
12983,9/3/2020 20:45:4,269.838
12984,9/3/2020 20:45:5,269.8415
12985,9/3/2020 20:45:6,269.8598
12986,9/3/2020 20:45:7,269.8816
12987,9/3/2020 20:45:8,269.8961
12988,9/3/2020 20:45:9,269.9217
12989,9/3/2020 20:45:10,269.9362
12990,9/3/2020 20:45:11,269.9581
12991,9/3/2020 20:45:12,269.9799
12992,9/3/2020 20:45:13,270.0053
12993,9/3/2020 20:45:14,270.0198
12994,9/3/2020 20:45:15,270.0416
12995,9/3/2020 20:45:16,270.0524
12996,9/3/2020 20:45:17,270.0742
12997,9/3/2020 20:45:18,270.0887
12998,9/3/2020 20:45:19,270.0958
12999,9/3/2020 20:45:20,270.0959
13000,9/3/2020 20:45:21,270.1104
13001,9/3/2020 20:45:22,270.1177
13002,9/3/2020 20:45:23,270.1357
13003,9/3/2020 20:45:24,270.1431
13004,9/3/2020 20:45:25,270.1574
13005,9/3/2020 20:45:26,270.1758
13006,9/3/2020 20:45:27,270.1938
13007,9/3/2020 20:45:28,270.2193
13008,9/3/2020 20:45:29,270.2338
13009,9/3/2020 20:45:30,270.2592
13010,9/3/2020 20:45:31,270.2809
13011,9/3/2020 20:45:32,270.31
13012,9/3/2020 20:45:33,270.3319
13013,9/3/2020 20:45:34,270.3498
13014,9/3/2020 20:45:35,270.3645
13015,9/3/2020 20:45:36,270.3681
13016,9/3/2020 20:45:37,270.3863
13017,9/3/2020 20:45:38,270.3897
13018,9/3/2020 20:45:39,270.3971
13019,9/3/2020 20:45:40,270.408
13020,9/3/2020 20:45:41,270.4261
13021,9/3/2020 20:45:42,270.4297
13022,9/3/2020 20:45:43,270.4479
13023,9/3/2020 20:45:44,270.4587
13024,9/3/2020 20:45:45,270.4696
13025,9/3/2020 20:45:46,270.4986
13026,9/3/2020 20:45:47,270.5204
13027,9/3/2020 20:45:48,270.5385
13028,9/3/2020 20:45:49,270.5746
13029,9/3/2020 20:45:50,270.5893
13030,9/3/2020 20:45:51,270.6147
13031,9/3/2020 20:45:52,270.6365
13032,9/3/2020 20:45:53,270.6618
13033,9/3/2020 20:45:54,270.6872
13034,9/3/2020 20:45:55,270.6909
13035,9/3/2020 20:45:56,270.7054
13036,9/3/2020 20:45:57,270.7163
13037,9/3/2020 20:45:58,270.7271
13038,9/3/2020 20:45:59,270.7307
13039,9/3/2020 20:46:0,270.7379
13040,9/3/2020 20:46:1,270.7559
13041,9/3/2020 20:46:2,270.7669
13042,9/3/2020 20:46:3,270.7815
13043,9/3/2020 20:46:4,270.8068
13044,9/3/2020 20:46:5,270.8069
13045,9/3/2020 20:46:6,270.8288
13046,9/3/2020 20:46:7,270.8577
13047,9/3/2020 20:46:8,270.8757
13048,9/3/2020 20:46:9,270.8903
13049,9/3/2020 20:46:10,270.912
13050,9/3/2020 20:46:11,270.934
13051,9/3/2020 20:46:12,270.9483
13052,9/3/2020 20:46:13,270.9521
13053,9/3/2020 20:46:14,270.963
13054,9/3/2020 20:46:15,270.9737
13055,9/3/2020 20:46:16,270.9737
13056,9/3/2020 20:46:17,270.9846
13057,9/3/2020 20:46:18,271.0027
13058,9/3/2020 20:46:19,271.021
13059,9/3/2020 20:46:20,271.0246
13060,9/3/2020 20:46:21,271.0465
13061,9/3/2020 20:46:22,271.0645
13062,9/3/2020 20:46:23,271.0864
13063,9/3/2020 20:46:24,271.1118
13064,9/3/2020 20:46:25,271.1335
13065,9/3/2020 20:46:26,271.1553
13066,9/3/2020 20:46:27,271.1734
13067,9/3/2020 20:46:28,271.1988
13068,9/3/2020 20:46:29,271.2278
13069,9/3/2020 20:46:30,271.2386
13070,9/3/2020 20:46:31,271.2495
13071,9/3/2020 20:46:32,271.2532
13072,9/3/2020 20:46:33,271.2713
13073,9/3/2020 20:46:34,271.2785
13074,9/3/2020 20:46:35,271.2822
13075,9/3/2020 20:46:36,271.2966
13076,9/3/2020 20:46:37,271.3003
13077,9/3/2020 20:46:38,271.3149
13078,9/3/2020 20:46:39,271.3294
13079,9/3/2020 20:46:40,271.3475
13080,9/3/2020 20:46:41,271.362
13081,9/3/2020 20:46:42,271.3983
13082,9/3/2020 20:46:43,271.4164
13083,9/3/2020 20:46:44,271.4418
13084,9/3/2020 20:46:45,271.4637
13085,9/3/2020 20:46:46,271.4744
13086,9/3/2020 20:46:47,271.4927
13087,9/3/2020 20:46:48,271.5072
13088,9/3/2020 20:46:49,271.5145
13089,9/3/2020 20:46:50,271.5327
13090,9/3/2020 20:46:51,271.5508
13091,9/3/2020 20:46:52,271.5653
13092,9/3/2020 20:46:53,271.5762
13093,9/3/2020 20:46:54,271.58
13094,9/3/2020 20:46:55,271.5943
13095,9/3/2020 20:46:56,271.6088
13096,9/3/2020 20:46:57,271.6199
13097,9/3/2020 20:46:58,271.6488
13098,9/3/2020 20:46:59,271.6561
13099,9/3/2020 20:47:0,271.6851
13100,9/3/2020 20:47:1,271.6997
13101,9/3/2020 20:47:2,271.725
13102,9/3/2020 20:47:3,271.7433
13103,9/3/2020 20:47:4,271.7686
13104,9/3/2020 20:47:5,271.7759
13105,9/3/2020 20:47:6,271.7869
13106,9/3/2020 20:47:7,271.8014
13107,9/3/2020 20:47:8,271.8086
13108,9/3/2020 20:47:9,271.8195
13109,9/3/2020 20:47:10,271.8305
13110,9/3/2020 20:47:11,271.8523
13111,9/3/2020 20:47:12,271.8633
13112,9/3/2020 20:47:13,271.8705
13113,9/3/2020 20:47:14,271.885
13114,9/3/2020 20:47:15,271.9068
13115,9/3/2020 20:47:16,271.9213
13116,9/3/2020 20:47:17,271.9395
13117,9/3/2020 20:47:18,271.9576
13118,9/3/2020 20:47:19,271.9829
13119,9/3/2020 20:47:20,272.001
13120,9/3/2020 20:47:21,272.0229
13121,9/3/2020 20:47:22,272.0374
13122,9/3/2020 20:47:23,272.0519
13123,9/3/2020 20:47:24,272.0737
13124,9/3/2020 20:47:25,272.0738
13125,9/3/2020 20:47:26,272.0846
13126,9/3/2020 20:47:27,272.1064
13127,9/3/2020 20:47:28,272.1064
13128,9/3/2020 20:47:29,272.1173
13129,9/3/2020 20:47:30,272.1283
13130,9/3/2020 20:47:31,272.132
13131,9/3/2020 20:47:32,272.1537
13132,9/3/2020 20:47:33,272.1792
13133,9/3/2020 20:47:34,272.1937
13134,9/3/2020 20:47:35,272.2119
13135,9/3/2020 20:47:36,272.2409
13136,9/3/2020 20:47:37,272.2482
13137,9/3/2020 20:47:38,272.2845
13138,9/3/2020 20:47:39,272.2953
13139,9/3/2020 20:47:40,272.3171
13140,9/3/2020 20:47:41,272.328
13141,9/3/2020 20:47:42,272.3425
13142,9/3/2020 20:47:43,272.3499
13143,9/3/2020 20:47:44,272.3644
13144,9/3/2020 20:47:45,272.3718
13145,9/3/2020 20:47:46,272.3863
13146,9/3/2020 20:47:47,272.4008
13147,9/3/2020 20:47:48,272.4153
13148,9/3/2020 20:47:49,272.4227
13149,9/3/2020 20:47:50,272.4299
13150,9/3/2020 20:47:51,272.4517
13151,9/3/2020 20:47:52,272.4662
13152,9/3/2020 20:47:53,272.4953
13153,9/3/2020 20:47:54,272.517
13154,9/3/2020 20:47:55,272.5352
13155,9/3/2020 20:47:56,272.5569
13156,9/3/2020 20:47:57,272.5715
13157,9/3/2020 20:47:58,272.5933
13158,9/3/2020 20:47:59,272.6187
13159,9/3/2020 20:48:0,272.6297
13160,9/3/2020 20:48:1,272.6442
13161,9/3/2020 20:48:2,272.6623
13162,9/3/2020 20:48:3,272.6768
13163,9/3/2020 20:48:4,272.6732
13164,9/3/2020 20:48:5,272.666
13165,9/3/2020 20:48:6,272.6914
13166,9/3/2020 20:48:7,272.7023
13167,9/3/2020 20:48:8,272.7025
13168,9/3/2020 20:48:9,272.7169
13169,9/3/2020 20:48:10,272.7351
13170,9/3/2020 20:48:11,272.7715
13171,9/3/2020 20:48:12,272.7895
13172,9/3/2020 20:48:13,272.815
13173,9/3/2020 20:48:14,272.8367
13174,9/3/2020 20:48:15,272.8659
13175,9/3/2020 20:48:16,272.8804
13176,9/3/2020 20:48:17,272.8987
13177,9/3/2020 20:48:18,272.9168
13178,9/3/2020 20:48:19,272.9313
13179,9/3/2020 20:48:20,272.9349
13180,9/3/2020 20:48:21,272.9568
13181,9/3/2020 20:48:22,272.9677
13182,9/3/2020 20:48:23,272.9642
13183,9/3/2020 20:48:24,272.9679
13184,9/3/2020 20:48:25,272.9859
13185,9/3/2020 20:48:26,272.9933
13186,9/3/2020 20:48:27,273.015
13187,9/3/2020 20:48:28,273.0297
13188,9/3/2020 20:48:29,273.0442
13189,9/3/2020 20:48:30,273.0733
13190,9/3/2020 20:48:31,273.0987
13191,9/3/2020 20:48:32,273.1168
13192,9/3/2020 20:48:33,273.1278
13193,9/3/2020 20:48:34,273.1534
13194,9/3/2020 20:48:35,273.1678
13195,9/3/2020 20:48:36,273.186
13196,9/3/2020 20:48:37,273.1825
13197,9/3/2020 20:48:38,273.197
13198,9/3/2020 20:48:39,273.2079
13199,9/3/2020 20:48:40,273.2152
13200,9/3/2020 20:48:41,273.2188
13201,9/3/2020 20:48:42,273.237
13202,9/3/2020 20:48:43,273.2589
13203,9/3/2020 20:48:44,273.2806
13204,9/3/2020 20:48:45,273.2842
13205,9/3/2020 20:48:46,273.3098
13206,9/3/2020 20:48:47,273.3315
13207,9/3/2020 20:48:48,273.3496
13208,9/3/2020 20:48:49,273.3752
13209,9/3/2020 20:48:50,273.3895
13210,9/3/2020 20:48:51,273.4187
13211,9/3/2020 20:48:52,273.4297
13212,9/3/2020 20:48:53,273.4369
13213,9/3/2020 20:48:54,273.4479
13214,9/3/2020 20:48:55,273.4552
13215,9/3/2020 20:48:56,273.4624
13216,9/3/2020 20:48:57,273.4807
13217,9/3/2020 20:48:58,273.4879
13218,9/3/2020 20:48:59,273.5024
13219,9/3/2020 20:49:0,273.5171
13220,9/3/2020 20:49:1,273.5352
13221,9/3/2020 20:49:2,273.5498
13222,9/3/2020 20:49:3,273.568
13223,9/3/2020 20:49:4,273.5825
13224,9/3/2020 20:49:5,273.6007
13225,9/3/2020 20:49:6,273.6297
13226,9/3/2020 20:49:7,273.6479
13227,9/3/2020 20:49:8,273.6696
13228,9/3/2020 20:49:9,273.6915
13229,9/3/2020 20:49:10,273.7133
13230,9/3/2020 20:49:11,273.7279
13231,9/3/2020 20:49:12,273.735
13232,9/3/2020 20:49:13,273.7533
13233,9/3/2020 20:49:14,273.7605
13234,9/3/2020 20:49:15,273.7751
13235,9/3/2020 20:49:16,273.7823
13236,9/3/2020 20:49:17,273.786
13237,9/3/2020 20:49:18,273.7969
13238,9/3/2020 20:49:19,273.8187
13239,9/3/2020 20:49:20,273.8368
13240,9/3/2020 20:49:21,273.8477
13241,9/3/2020 20:49:22,273.8586
13242,9/3/2020 20:49:23,273.8769
13243,9/3/2020 20:49:24,273.8986
13244,9/3/2020 20:49:25,273.9278
13245,9/3/2020 20:49:26,273.9494
13246,9/3/2020 20:49:27,273.9639
13247,9/3/2020 20:49:28,273.9893
13248,9/3/2020 20:49:29,273.9967
13249,9/3/2020 20:49:30,274.0148
13250,9/3/2020 20:49:31,274.0186
13251,9/3/2020 20:49:32,274.0367
13252,9/3/2020 20:49:33,274.0367
13253,9/3/2020 20:49:34,274.0549
13254,9/3/2020 20:49:35,274.0549
13255,9/3/2020 20:49:36,274.0694
13256,9/3/2020 20:49:37,274.0913
13257,9/3/2020 20:49:38,274.1022
13258,9/3/2020 20:49:39,274.1241
13259,9/3/2020 20:49:40,274.1387
13260,9/3/2020 20:49:41,274.1496
13261,9/3/2020 20:49:42,274.1714
13262,9/3/2020 20:49:43,274.186
13263,9/3/2020 20:49:44,274.2042
